FID;id;kkorgnr;enhedsnavn;forvaltning;centernavn;enhedstype;ejerforhold;distrikt;koerorgnr;remedybetaler;ean;cvr;se;opusnavn;losorg;losnavn;adm_enheds_id;pnummer;telefon;mail;facebook;www;vejadresseringsnavn;vejnavn;postnummer;bynavn;husnummer;etage;doerbetegnelse;adresse;nordlig;oestlig;giskoory;giskoorx;vejkode;kommunenavn;kommunekode;postboks;skoledistrikt;socialdistrikt;politidistrikt;postdistrikt;bydelnavn;rodenr;rodenavn;lokaludvalgnr;lokaludvalgnavn;locationuuid;type;alias;primaer;hemmelige;offentlig;lokationsnr;enhedsnr;cvr_branchekode;link_kkorg;ogc_fid;wkb_geometry
kkorg_enheder_offentlig.762;97;242;Genforeningspladsens Idrætsanlæg og Skøjtebane;KFF;Center for Kultur- og Fritidsaktiviteter;Drift af sportsanlæg;Kommunal;;52203;52203;5,79801E+12;64942212;21318809;Genforeningspladsens Idrætsanlæg;522035140;KFF Fritid KBH;853969;1002991965;;;;https://grondalmulticenter.kk.dk/genforeningspladsen;Genforeningspladsen 54;Genforeningspladsen;2400;København NV;54;;;Genforeningspladsen 54, 2400 København NV;125.184.105;55.699.977;6178299.17;721081.78;2160;København;101;;Rødkilde Skole;Brønshøj-Husum-Vanløse;;København NV;Vanløse;282;Genforeningsplads;8;Vanløse;66c01115-a41a-487c-94fc-c8739fef98fc;Idrætsanlæg;;JA;No;JA;L3144;U1308;931100;https://kkorg.kk.dk/tree-unit/5ba3c72676989e11b800503f;762;MULTIPOINT ((12.518410458434742 55.69997705216352))
kkorg_enheder_offentlig.763;1614;376;Lynghuset;SOF;Borgercenter Handicap;Døgninstitutioner for personer med fysisk handicap;Kommunal;Bispebjerg;64136;64136;5,79801E+12;64942212;55072817;;641360000;BCH COS;803946;1007514456;33663366;;;;Provstevej 4;Provstevej;2400;København NV;4;;;Provstevej 4, 2400 København NV;125.276.021;557.053.279;6178923.63;721628.77;5628;København;101;;Grøndalsvængets Skole;Bispebjerg;;København NV;Bispebjerg;298;Theklavejs;10;Bispebjerg;30e1ac3c-9264-4a77-9995-aabff4bcf66e;Handicaptilbud, Tilbud;;JA;No;JA;L2382;U2670;873010;https://kkorg.kk.dk/tree-unit/5ba3c73d76989e12d8005adb;763;MULTIPOINT ((12.527602100388782 55.70532794786973))
kkorg_enheder_offentlig.764;1041;5453;Det Lille Akvarie;BUF;Område Amager;Børnehaver;Selvejende;Amager;35395;35395;;55817014;55817014;;5453;Amager Netværk 2;1032112;1003110993;32591163;35395@buf.kk.dk;;https://detlilleakvarie-kk.aula.dk;Lodivej 7B;Lodivej;2300;København S;7B;;;Lodivej 7B, 2300 København S;126.231.029;556.585.884;6174035.29;727897.75;4380;København;101;;Lergravsparkens Skole;Amager;;København S;Amager Øst;377;Veronas;11;Amager Øst;af897ac5-50c0-4df9-bde0-5ca0b2926fa7;Borgerhenvendelse, Børnehave, Daginstitution;;JA;No;JA;L1604;U153;889130;https://kkorg.kk.dk/tree-unit/5ba3c71376989e11dc00451d;764;MULTIPOINT ((12.623102869237975 55.658588471442016))
kkorg_enheder_offentlig.765;384;2320;KKU Fritids- og Almenundervisning;BUF;Fagligt Center;Ungdoms- og efterskoler;Kommunal;Forvaltning - område/kontor;31402;31402;5,79801E+12;64942212;82601015;;314004020;KKU;819578;1003251016;88775367;ungdomsskolen@kk.dk;;http://www.ungdomsskolen.kk.dk;Jemtelandsgade 3;Jemtelandsgade;2300;København S;3;;;Jemtelandsgade 3, 2300 København S;126.039.365;556.652.036;6174708.14;726654.48;3364;København;101;;Skolen på Amagerbro;Amager;;København S;Amager Øst;358;Natanaels;11;Amager Øst;2cdd7604-37ff-4f87-9147-f07402e104fc;Ungdomsskole;;NEJ;No;JA;L3763;U572;853110;https://kkorg.kk.dk/tree-unit/5ba3c71a76989e06380004ef;765;MULTIPOINT ((12.603936487954098 55.66520367761543))
kkorg_enheder_offentlig.766;1095;1998;Kirkebjerg Skole;BUF;Område Brønshøj/Vanløse;Folkeskoler o.lign.;Kommunal;Brønshøj-Vanløse;31123;31123;5,79801E+12;64942212;82601015;;311230000;;800378;1021651296;33661440;kirkebjergskole@kk.dk;;https://kirkebjergskole.aula.dk;Skjulhøj Allé 58;Skjulhøj Allé;2720;Vanløse;58;;;Skjulhøj Allé 58, 2720 Vanløse;124.818.953;556.961.832;6177761.35;718809.57;6480;København;101;;Kirkebjerg Skole;Brønshøj-Husum-Vanløse;;Vanløse;Vanløse;251;Kirkebjergs;8;Vanløse;e32daddc-0474-4811-bd7f-f24ff7f8f049;Distriktsskole;;NEJ;No;JA;L5199;U911;852010;https://kkorg.kk.dk/tree-unit/5ba3c72076989e1360003d21;766;MULTIPOINT ((12.481895301985963 55.69618323019084))
kkorg_enheder_offentlig.767;1250;6118;Askovfonden KBH+;BUF;Fagligt Center;Fritids- og ungdomsklubber;Selvejende;Nørrebro-Bispebjerg;99999;99999;;55627312;55627312;;6118;Fritid og Unge;1050732;1015089713;35397242;75002@kk.dk;;http://www.kbhplus.dk/;Emblasgade 175;Emblasgade;2100;København Ø;175;;;Emblasgade 175, 2100 København Ø;125.538.721;557.077.493;6179277.25;723264.65;1519;København;101;;Nørre Fælled Skole;Nørrebro;;København Ø;Nørrebro;163;Studsgaards;4;Nørrebro;54e99425-f0b8-4f58-bbec-0796d3156193;Borgerhenvendelse, Fritidscenter, Ungdomsklub;;JA;No;JA;L4131;U3487;889160;https://kkorg.kk.dk/tree-unit/5c62137076989e2320004447;767;MULTIPOINT ((12.55387213308848 55.70774930940467))
kkorg_enheder_offentlig.768;1647;1978;Ellepilen;BUF;Område Valby/Vesterbro/Kgs. Enghave;Aldersintegrerede institutioner;Kommunal;Valby-Vesterbro-Kgs. Enghave;37539;37539;5,79801E+12;64942212;82601015;;375395390;Valby/Vesterbro/Kgs. Enghave Klynge I;750507;1003252164;33173200;37539@buf.kk.dk;;https://ellepilen-kk.aula.dk;Ellestykket 32;Ellestykket;2450;København SV;32;;;Ellestykket 32, 2450 København SV;125.140.864;556.517.597;6172922.89;721082.16;1496;København;101;;Harrestrup Å Skole;Valby-Vesterbro-Kgs. Enghave;;København SV;Valby;209;Ellebjerg;7;Valby;1e4e29fa-4394-493b-a0cc-4bb995e2c7ab;Aldersintegreret institution, Daginstitution, Vuggestue;;NEJ;No;JA;L1053;U165;889150;https://kkorg.kk.dk/tree-unit/5ba3c71376989e11dc004565;768;MULTIPOINT ((12.514086364675837 55.65175974400762))
kkorg_enheder_offentlig.769;465;3125;Damperen;BUF;Område Valby/Vesterbro/Kgs. Enghave;Aldersintegrerede institutioner;Kommunal;Valby-Vesterbro-Kgs. Enghave;37600;37600;5,79801E+12;64942212;82601015;;376006000;Valby/Vesterbro/Kgs. Enghave Klynge D;1000119;1018875876;33175353;37600@buf.kk.dk;;https://damperen-kk.aula.dk;Eskildsgade 7;Eskildsgade;1657;København V;7;;;Eskildsgade 7, 1657 København V;125.552.282;556.711.971;6175216.53;723558.42;1664;København;101;;Gasværksvejens Skole;Valby-Vesterbro-Kgs. Enghave;;København V;Vesterbro-Kongens Enghave;167;Svends;5;Vesterbro;3fce210e-ad42-41e5-b962-90c889c144e8;Aldersintegreret institution, Borgerhenvendelse, Børnehave, Daginstitution, Vuggestue;;JA;No;JA;L518;U281;889150;https://kkorg.kk.dk/tree-unit/5ba3c71576989e13ec002dcd;769;MULTIPOINT ((12.555228201590376 55.67119717452107))
kkorg_enheder_offentlig.770;778;4579;Flerbørnsdagpleje;BUF;Administrativt Ressourcecenter;Dagplejemødre;Kommunal;Forvaltning - niv. 3 enhed under fagkontor;37105;37105;5,79801E+12;64942212;82601015;;371051051;;817975;1024668785;26153469;;;;Amagerbrogade 92;Amagerbrogade;2300;København S;92;1;1;Amagerbrogade 92, 2300 København S;12.605.139;556.600.169;6174135.25;726760.08;108;København;101;;Skolen på Amagerbro;Amager;;København S;Amager Vest;345;Tingvejs;12;Amager Vest;066ee04e-ec97-4896-8db2-3f81c615df03;Borgerhenvendelse, Dagpleje, Flerbørnsdagpleje;;NEJ;No;JA;L4399;U829;889110;https://kkorg.kk.dk/tree-unit/5ba3c71e76989e0e080052d5;770;MULTIPOINT ((12.605139003243718 55.660016940173506))
kkorg_enheder_offentlig.771;1503;5122;BOF - Vinhaven;SOF;Borgercenter Handicap;Døgninstitutioner for personer med psykiske handicap;Kommunal;Valby;64492;64492;5,79801E+12;64942212;55072817;;102267874;BCH CSB;1029354;1020941096;33663366;;;;Vinhaven 48;Vinhaven;2500;Valby;48;;;Vinhaven 48, 2500 Valby;125.007.078;55.650.368;6172725.54;720248.67;8388;København;101;;Harrestrup Å Skole;Valby-Vesterbro-Kgs. Enghave;;Valby;Valby;226;Druehavens;7;Valby;133c4637-ca57-437b-b463-22decd60fc4e;Handicaptilbud;;NEJ;No;JA;L1706;U2894;872010;https://kkorg.kk.dk/tree-unit/5ba3c74176989e12c8000f5b;771;MULTIPOINT ((12.500707772013707 55.650368065342434))
kkorg_enheder_offentlig.772;306;2259;Kong Tumle;BUF;Område Indre By/Østerbro;Aldersintegrerede institutioner;Kommunal;Indre By-Østerbro;37552;37552;5,79801E+12;64942212;82601015;;375525520;Indre By/Østerbro Klynge J;750520;1003251582;33175800;37552@buf.kk.dk;;https://kongtumle-kk.aula.dk;Borgervænget 17;Borgervænget;2100;København Ø;17;;;Borgervænget 17, 2100 København Ø;125.630.601;557.162.847;6180256.14;723792.76;720;København;101;;Kildevældsskolen;City-Østerbro;;København Ø;Østerbro;99;Bellmans;3;Østerbro;3726e13f-007b-42f2-be05-d904d625e3ed;Aldersintegreret institution, Borgerhenvendelse, Børnehave, Daginstitution, Opsamlingsadresse, Vuggestue;;JA;No;JA;L1086;U666;889150;https://kkorg.kk.dk/tree-unit/5ba3c71c76989e0e08004f03;772;MULTIPOINT ((12.56306013591544 55.71628468521906))
kkorg_enheder_offentlig.773;179;2092;Skattesuset;BUF;Område Brønshøj/Vanløse;Børnehaver;Kommunal;Brønshøj-Vanløse;37544;37544;5,79801E+12;64942212;82601015;;375445440;Brønshøj/Vanløse Klynge E;750512;1022300721;33665360;37544@buf.kk.dk;;https://skattesuset-kk.aula.dk;Klitmøllervej 69;Klitmøllervej;2720;Vanløse;69;;;Klitmøllervej 69, 2720 Vanløse;12.476.819;556.855.029;6176557.5;718550.32;3752;København;101;;Damhusengens Skole;Brønshøj-Husum-Vanløse;;Vanløse;Vanløse;239;Rubjerg;8;Vanløse;239c5d20-9bc6-4b5b-aa3e-b81a4f0a9ab4;Aldersintegreret institution, Børnehave, Daginstitution;;NEJ;No;JA;L2276;U905;889130;https://kkorg.kk.dk/tree-unit/5ba3c72076989e1360003cfd;773;MULTIPOINT ((12.476819002825483 55.68550288506784))
kkorg_enheder_offentlig.774;1311;3667;Elmehuset - Hyblerne;SOF;Borgercenter Handicap;Døgninstitutioner for børn og unge;Kommunal;Nørrebro;63762;63762;5,79801E+12;64942212;55072817;;637627622;BCH-CBH;882198;1016441585;33663366;;;;Alléen 3;Alléen;2200;København N;3;;;Alléen 3, 2200 København N;12.559.276;556.950.162;6177878.59;723676.74;86;København;101;;Guldberg Skole;Nørrebro;;København N;Nørrebro;115;Nørre Alles;4;Nørrebro;f2f6cf70-f5bd-4807-b13d-45796ac9a0da;Handicaptilbud;;JA;No;JA;L1610;U2754;879010;https://kkorg.kk.dk/tree-unit/5ba3c73f76989e12d8005cd3;774;MULTIPOINT ((12.559275952710324 55.695016276645205))
kkorg_enheder_offentlig.775;206;1971;Eventyrhaven;BUF;Område Valby/Vesterbro/Kgs. Enghave;Aldersintegrerede institutioner;Kommunal;Valby-Vesterbro-Kgs. Enghave;37446;37446;5,79801E+12;64942212;82601015;;374464460;Valby/Vesterbro/Kgs. Enghave Klynge A;817988;1011030927;33171410;37446@buf.kk.dk;;https://eventyrhaven-kk.aula.dk;Vigerslev Allé 10D;Vigerslev Allé;2500;Valby;10D;;;Vigerslev Allé 10D, 2500 Valby;125.244.563;556.629.511;6174200.64;721670.97;8308;København;101;;Bavnehøj Skole;Valby-Vesterbro-Kgs. Enghave;;Valby;Valby;207;Trekroners;7;Valby;73208556-f8c0-45da-9000-18d59e1a1249;Aldersintegreret institution, Borgerhenvendelse, Børnehave, Daginstitution, Opsamlingsadresse, Vuggestue;;JA;No;JA;L733;U173;889150;https://kkorg.kk.dk/tree-unit/5ba3c71376989e11dc004595;775;MULTIPOINT ((12.524456291106699 55.66295108131172))
kkorg_enheder_offentlig.776;1602;1620;Ønskeøen;BUF;Område Amager;;Selvejende;Amager;35542;35542;;39195631;39195631;;355429997;Amager Netværk 5/Børnegården i Sundby;1025471;9999999996;32589003;35542@buf.kk.dk;;https://oenskeoeen-kk.aula.dk;Frederiksborgvej 117;Frederiksborgvej;3500;Værløse;117;;;;;;;;203;Furesø;190;;;;;;;;;;;08519cb9-ee8e-4079-98b1-2a06f616e6c6;Aldersintegreret institution, Børnehave, Daginstitution, Udflytteradresse;;NEJ;No;JA;L186;U36;;https://kkorg.kk.dk/tree-unit/5ba3c71176989e127c00236a;776;
kkorg_enheder_offentlig.777;528;5210;Fritidsinstitutionen ved Peder Lykke Skolen;BUF;Område Amager;Skolefritidsordninger og fritidshjem;Kommunal;Amager;37801;37801;5,79801E+12;64942212;82601015;Fritidsinst. ved Peder Lykke Skolen;378010000;;1031554;1003251867;32593599;37801@buf.kk.dk;;https://pederlykkeskolen.aula.dk;Brydes Allé 42;Brydes Allé;2300;København S;42;st;;Brydes Allé 42, 2300 København S;125.966.178;556.578.292;6173864.11;726236.99;892;København;101;;Amager Fælled Skole;Amager;;København S;Amager Vest;339;Sundholms;12;Amager Vest;08492c82-535b-4e35-923c-b9cf179afbf8;Fritidsinstitution, KKFO;;NEJ;No;JA;L2389;U25;889140;https://kkorg.kk.dk/tree-unit/5ba3c71176989e127c002328;777;MULTIPOINT ((12.596617835600263 55.65782918446012))
kkorg_enheder_offentlig.778;522;5335;Fritidsinstitutionen ved Lundehusskolen;BUF;Område Nørrebro/Bispebjerg;Skolefritidsordninger og fritidshjem;Kommunal;Nørrebro-Bispebjerg;37824;37824;5,79801E+12;64942212;82601015;;5335;;1031800;1021684321;35302370;37824@buf.kk.dk;;https://lundehus.aula.dk;Rymarksvej 121;Rymarksvej;2900;Hellerup;121;;;Rymarksvej 121, 2900 Hellerup;125.640.711;557.248.822;6181215.57;723807.02;6048;København;101;;Lundehusskolen;City-Østerbro;;Hellerup;Østerbro;103;Ingeniørkasernens;3;Østerbro;c23c6d60-7b08-4706-876f-fdb74724d5a2;Fritidsinstitution, KKFO;;NEJ;No;JA;L2188;U347;889140;https://kkorg.kk.dk/tree-unit/5ba3c71676989e13ec002f59;778;MULTIPOINT ((12.564071139556393 55.724882243807194))
kkorg_enheder_offentlig.779;1397;3806;Det Runde Hus - 1. sal;SOF;Borgercenter Handicap;Døgninstitutioner for personer med fysisk handicap;Kommunal;;64238;64238;5,79801E+12;64942212;55072817;Det Runde Hus - 1. sal;642384231;BCH CAS;1014480;1018486934;33663366;;;;Emblasgade 1;Emblasgade;2100;København Ø;1;;;Emblasgade 1, 2100 København Ø;125.525.655;557.094.084;6179457.56;723173.14;1519;København;101;;Nørre Fælled Skole;Nørrebro;;København Ø;Nørrebro;163;Studsgaards;4;Nørrebro;01b82ac2-a2ff-4cf5-9b99-c424f63c356c;Handicaptilbud;;JA;No;JA;L58;U2801;873010;https://kkorg.kk.dk/tree-unit/5ba3c73f76989e12d8005ded;779;MULTIPOINT ((12.552565539533237 55.70940844735528))
kkorg_enheder_offentlig.780;1534;4062;Vinklen;SOF;Borgercenter Handicap;Døgninstitutioner for personer med psykiske handicap;Kommunal;Østerbro;64195;64195;5,79801E+12;64942212;55072817;;641950000;BCH CSB;1016478;1018864432;33663366;;;;Thomas Laubs Gade 4A;Thomas Laubs Gade;2100;København Ø;4A;st;1;Thomas Laubs Gade 4A, 2100 København Ø;125.725.946;557.134.306;6179969.57;724407.7;7392;København;101;;Kildevældsskolen;City-Østerbro;;København Ø;Østerbro;98;Kuhlaus;3;Østerbro;d8a2bdae-3980-4df3-8734-f0b4121827c7;Handicaptilbud;;JA;No;JA;L3712;U2904;872010;https://kkorg.kk.dk/tree-unit/5ba3c74176989e12c8000f97;780;MULTIPOINT ((12.572594572354122 55.71343063916654))
kkorg_enheder_offentlig.781;1398;3807;Det Runde Hus - 2. sal;SOF;Borgercenter Handicap;Døgninstitutioner for personer med fysisk handicap;Kommunal;;64238;64238;5,79801E+12;64942212;55072817;Det Runde Hus - 2. sal;642384232;BCH CAS;1014484;1018486934;33663366;;;;Emblasgade 1;Emblasgade;2100;København Ø;1;;;Emblasgade 1, 2100 København Ø;125.525.655;557.094.084;6179457.56;723173.14;1519;København;101;;Nørre Fælled Skole;Nørrebro;;København Ø;Nørrebro;163;Studsgaards;4;Nørrebro;dd348a88-ea39-4f85-aaed-d8c2af951cf0;Handicaptilbud;;JA;No;JA;L587;U2800;873010;https://kkorg.kk.dk/tree-unit/5ba3c73f76989e12d8005de7;781;MULTIPOINT ((12.552565539533237 55.70940844735528))
kkorg_enheder_offentlig.782;1358;612;Det Gule Hus;SOF;Borgercenter Voksne;Andre sociale foranstaltninger uden institutionsophold i.a.n.;Selvejende;Nørrebro;68572;68572;1E+12;55627312;55627312;;68572;BCV Nørrebro;801744;1010645588;33663366;;;;Kapelvej 55;Kapelvej;2200;København N;55;st;;Kapelvej 55, 2200 København N;125.508.816;556.855.166;6176795.04;723203.61;3564;København;101;;Blågård Skole;Nørrebro;;København N;Nørrebro;134;Sankt Josephs;4;Nørrebro;b290bd8e-abb4-400c-a2fc-dbedee8999ba;Tilbud;;JA;No;JA;L333;U3257;889990;https://kkorg.kk.dk/tree-unit/5ba3c74776989e152400009d;782;MULTIPOINT ((12.550881594450798 55.68551663981362))
kkorg_enheder_offentlig.783;1531;3014;Center for Børn og Unges Sundhed - Kbh;SUF;Center for Sundhed og Rehabilitering;Sundhedsvæsen i øvrigt i.a.n.;Kommunal;Bydækkende;22557;22557;5,79801E+12;64942212;16480703;;225575900;Suf Central;891074;1027773520;82205240;cbus@suf.kk.dk;;https://cbus.kk.dk/;Mimersgade 47A;Mimersgade;2200;København N;47A;;;Mimersgade 47A, 2200 København N;125.470.696;556.994.499;6178332.35;722884.76;4768;København;101;;Rådmandsgades Skole;Nørrebro;;København N;Nørrebro;153;Ægirs;4;Nørrebro;5caecba3-9f24-408c-a624-48b809b32758;Behandlingstilbud, Sundhedstilbud;;JA;No;JA;L1127;U2645;869090;https://kkorg.kk.dk/tree-unit/5ba3c73d76989e1250002175;783;MULTIPOINT ((12.547069630748725 55.69944993852488))
kkorg_enheder_offentlig.784;1436;5748;Kontaktcentret Vesterbro;SOF;Borgercenter Voksne;;Selvejende;Vesterbro-Kongens Enghave;68885;68885;;10049539;10049539;;5748;;1039318;9999999996;33663366;;;;Valdemarsgade 21;Valdemarsgade;1665;København V;21;;;Valdemarsgade 21, 1665 København V;125.488.778;55.670.374;6175104.53;723163.97;7924;København;101;;Tove Ditlevsens Skole;Valby-Vesterbro-Kgs. Enghave;;København V;Vesterbro-Kongens Enghave;181;Kaalunds;5;Vesterbro;382b6298-de90-494d-a204-efd418f862e4;Tilbud;;JA;No;JA;L2032;U3209;;https://kkorg.kk.dk/tree-unit/5ba3c74676989e0efc00396d;784;MULTIPOINT ((12.548877780995833 55.67037407984504))
kkorg_enheder_offentlig.795;1463;5024;Grøndalsvænge Køkken;SOF;Borgercenter Handicap;Døgninstitutioner for personer med fysisk handicap;Kommunal;Bispebjerg;64438;64438;5,79801E+12;64942212;55072817;;644384386;BCH COS;890701;1017713023;33663366;;;;Rabarbervej 6;Rabarbervej;2400;København NV;6;;;Rabarbervej 6, 2400 København NV;125.244.159;556.955.028;6177820.74;721484.28;5683;København;101;;Rødkilde Skole;Brønshøj-Husum-Vanløse;;København NV;Vanløse;281;Grøndalsvængets;8;Vanløse;2056f6f3-f237-4bef-a281-4dbf9fc0d3e7;Handicaptilbud;;JA;No;JA;L83;U2693;873010;https://kkorg.kk.dk/tree-unit/5ba3c73e76989e12d8005b65;795;MULTIPOINT ((12.52441590462483 55.69550279126352))
kkorg_enheder_offentlig.785;927;5296;Valby/Vesterbro/Kgs. Enghave Klynge D;BUF;Område Valby/Vesterbro/Kgs. Enghave;Administration af sundhedsvæsen, undervisning, kultur og sociale forhold undtagen social sikring;Kommunal;Valby-Vesterbro-Kgs. Enghave;36631;36631;5,79801E+12;64942212;82601015;;5296;Valby/Vesterbro/Kgs. Enghave Klynge D;1031717;1017153516;;36631@buf.kk.dk;;;Estlandsgade 4;Estlandsgade;1724;København V;4;5;tv;Estlandsgade 4, 1724 København V;125.524.718;556.680.568;6174858.4;723403.08;1688;København;101;;Oehlenschlægersgades Skole;Valby-Vesterbro-Kgs. Enghave;;København V;Vesterbro-Kongens Enghave;176;Isteds;5;Vesterbro;4a0768f0-a5e8-4939-bd80-fc782945ee34;Klynge;;JA;No;JA;L184;U279;841200;https://kkorg.kk.dk/tree-unit/5ba3c71576989e13ec002dc1;785;MULTIPOINT ((12.552471817568057 55.668056863627406))
kkorg_enheder_offentlig.786;1156;2182;Vibenshus Skole;BUF;Område Indre By/Østerbro;Folkeskoler o.lign.;Kommunal;Indre By-Østerbro;31045;31045;5,79801E+12;64942212;82601015;;310450000;;804249;1003253512;33661555;vibenshusskole@kk.dk;;https://vi.aula.dk;Kertemindegade 10;Kertemindegade;2100;København Ø;10;;;Kertemindegade 10, 2100 København Ø;125.788.238;55.708.756;6179469.89;724825.66;3636;København;101;;Vibenshus Skole;City-Østerbro;;København Ø;Østerbro;84;Bogensegades;3;Østerbro;46ceedd4-f5ee-4a45-b82b-76b109239285;Borgerhenvendelse, Distriktsskole;;JA;No;JA;L1624;U664;852010;https://kkorg.kk.dk/tree-unit/5ba3c71c76989e0e08004ef7;786;MULTIPOINT ((12.578823824516503 55.708756059835736))
kkorg_enheder_offentlig.787;1585;4492;Børne- og Ungdomstandplejen - Administration;BUF;Fagligt Center;Praktiserende tandlæger;Kommunal;Forvaltning - område/kontor;38910;38910;5,79801E+12;64942212;82601015;Børne- og Ungdomstandplejen - Adm.;389107110;Børne- og Ungdomstandplejen;820017;1003254350;;;;https://www.tandplejen.kk.dk/;Saxogade 61;Saxogade;1662;København V;61;2;;Saxogade 61, 1662 København V;125.512.065;556.696.372;6175030.08;723314.54;6288;København;101;;Oehlenschlægersgades Skole;Valby-Vesterbro-Kgs. Enghave;;København V;Vesterbro-Kongens Enghave;172;Absalons;5;Vesterbro;71dd39f3-fd3d-4630-9172-0d3da7551ef1;Offentlig administration, Tandpleje;;JA;No;JA;L3671;U522;862300;https://kkorg.kk.dk/tree-unit/5ba3c71976989e06380003c3;787;MULTIPOINT ((12.551206527550999 55.66963721806471))
kkorg_enheder_offentlig.788;555;5322;Fritidsinstitutionen ved Tove Ditlevsens Skole;BUF;Område Valby/Vesterbro/Kgs. Enghave;Skolefritidsordninger og fritidshjem;Kommunal;Valby-Vesterbro-Kgs. Enghave;37655;37655;5,79801E+12;64942212;82601015;Fritidsinst. ved Tove Ditlevsens Skole;5322;;1031785;1024944006;33176813;37655@buf.kk.dk;;https://tds.aula.dk;Dannebrogsgade 47;Dannebrogsgade;1660;København V;47;;;Dannebrogsgade 47, 1660 København V;125.532.592;556.681.309;6174869.18;723452.15;1260;København;101;;Oehlenschlægersgades Skole;Valby-Vesterbro-Kgs. Enghave;;København V;Vesterbro-Kongens Enghave;176;Isteds;5;Vesterbro;70ed53d9-339b-4b6e-9f47-62e860c2932f;Fritidsinstitution, KKFO;;NEJ;No;JA;L392;U255;889140;https://kkorg.kk.dk/tree-unit/5ba3c71576989e13ec002d31;788;MULTIPOINT ((12.55325915363356 55.66813102104824))
kkorg_enheder_offentlig.789;1007;595;BBU Amager;SOF;Borgercenter Børn og Unge;Andre sociale foranstaltninger uden institutionsophold i.a.n.;Kommunal;Amager Vest;62300;62300;5,79801E+12;64942212;21318809;;6024-05;BBU Myndighed;751847;1018050257;33172337;bbu-amager@kk.dk;;;Lyongade 25;Lyongade;2300;København S;25;;;Lyongade 25, 2300 København S;126.102.492;556.617.138;6174340.69;727071.52;4492;København;101;;Lergravsparkens Skole;Amager;;København S;Amager Øst;362;Moldaus;11;Amager Øst;3bdb6d4f-cb13-49b7-b099-591a7d81fbb3;Borgerhenvendelse;;JA;No;JA;L1730;U3148;889990;https://kkorg.kk.dk/tree-unit/5ba3c74576989e0efc0037ff;789;MULTIPOINT ((12.610249192609098 55.66171384916232))
kkorg_enheder_offentlig.790;262;1606;Den Flyvende Kuffert;BUF;Område Amager;Aldersintegrerede institutioner;Selvejende;Amager;35408;35408;;63613614;63613614;;354089999;Amager Netværk 2;1025311;1003154249;32571706;35408@buf.kk.dk;;https://denflyvendekuffert-kk.aula.dk;Nyrnberggade 33;Nyrnberggade;2300;København S;33;;;Nyrnberggade 33, 2300 København S;126.195.225;556.643.809;6174667.71;727639;5124;København;101;;Skolen i Nordøstamager;Amager;;København S;Amager Øst;374;Lindgreens;11;Amager Øst;99c1a116-baf5-4c14-a7b4-66e22879a013;Aldersintegreret institution, Borgerhenvendelse, Børnehave, Daginstitution, Opsamlingsadresse, Vuggestue;;JA;No;JA;L3843;U147;889150;https://kkorg.kk.dk/tree-unit/5ba3c71376989e11dc0044f9;790;MULTIPOINT ((12.619522466322138 55.66438094781511))
kkorg_enheder_offentlig.791;339;1829;100 Meterskoven;BUF;Område Indre By/Østerbro;Aldersintegrerede institutioner;Kommunal;Indre By-Østerbro;37216;37216;5,79801E+12;64942212;82601015;;372162160;Indre By/Østerbro Klynge C;750065;1003256316;20336999;37216@buf.kk.dk;;https://100meterskoven-kk.aula.dk;Upsalagade 19;Upsalagade;2100;København Ø;19;st;;Upsalagade 19, 2100 København Ø;1.257.796;556.919.826;6177601.67;724867.78;7860;København;101;;Øster Farimagsgades Skole;City-Østerbro;;København Ø;Indre by;62;Børnehospitalets;2;Indre By;f1df786c-2b16-4225-aeee-920abb6c8fc7;Aldersintegreret institution, Borgerhenvendelse, Daginstitution, Opsamlingsadresse, Vuggestue;;JA;No;JA;L2;U737;889150;https://kkorg.kk.dk/tree-unit/5ba3c71d76989e0e080050ad;791;MULTIPOINT ((12.577960037988005 55.69198262061033))
